NewsHeadline	Phrase	SOHuman	Pattern	NewsCategory
Representante das Nações Unidas em Angola apela investimento contínuo nas famílias	apela investimento	1	v-fin n	Saúde
Vacina contra HPV é aplicada em 43,7% das adolescentes paulistas	aplicada em 43,7%	0	v-pcp prp num	Saúde
BNDES já aplicou R$ 1,1 bilhão no programa de concessão de rodovias federais	aplicou r$	1	v-fin n	Economia e negócios
Egito apoia mediação brasileira nas negociações de paz no Oriente Médio	apoia mediação	2	v-fin n	Política e conflitos
Conselho Federal de Medicina apoia mudança de status do canabidiol	apoia mudança	2	v-fin n	Saúde
Lula apóia proposta de Chávez de discutir segurança alimentar na América do Sul	apóia proposta	2	v-fin n	Política e conflitos
Planos de saúde apoiam estímulo ao parto normal	apoiam estímulo	2	v-fin n	Saúde
Partidos de esquerda criticam governo brasileiro e apóiam investigações	apóiam investigações	2	v-fin n	Política e conflitos
Governo colombiano acusa sindicalistas de apoiar guerrilheiros e grupos armados subversivos	apoiar guerrilheiros	-1	v-inf n	Política e conflitos
CUT, UNE e MST se unem para apoiar o governo brasileiro	apoiar o governo	1	v-inf art n	Política e conflitos
Embaixador do Iraque disse que Nações Unidas apoiaram regime de Saddam Hussein	apoiaram regime	0	v-fin n	Política e conflitos
Infectologista aponta cuidados para evitar viroses mais comuns no inverno	aponta cuidados	2	v-fin n	Saúde
Tribunal de contas aponta irregularidades em contratos de publicidade do governo brasileiro	aponta irregularidades	-2	v-fin n	Política e conflitos
Relatório da CPI aponta para existência do Mensalão	aponta para existência	0	v-fin prp n	Política e conflitos
Pesquisa CNT/Sensus aponta queda de 8% na vantagem de Lula sobre Alckmin	aponta queda	-1	v-fin n	Política e conflitos
Premiê chinês aponta sinais de recuperação na economia do país	aponta sinais	0	v-fin n	Economia e negócios
Selic não cairá mais neste ano, apostam analistas	apostam analistas	0	v-fin n	Economia e negócios
Conselho de Ética do Senado se reúne na quarta para apreciar denúncias contra Sarney	apreciar denúncias	1	v-inf n	Política e conflitos
Em Cali, exército apreende 1.684 quilos de maconha das FARC	apreende 1.684 quilos	1	v-fin num n	Política e conflitos
Exército apreende lancha com explosivos das FARC	apreende lancha	1	v-fin n	Política e conflitos
Marinha apreende submarinos usados pelas FARC	apreende submarinos	1	v-fin n	Política e conflitos
Justiça do Rio manda bloquear dinheiro e apreender bens dos ex-governadores Garotinho e Rosinha	apreender bens	-1	v-inf n	Política e conflitos
Lula diz que brasileiros aprenderam cultura de paz com portugueses	aprenderam cultura	1	v-fin n	Política e conflitos
Secretário da ONU para as alterações climáticas apresenta demissão	apresenta demissão	-1	v-fin n	Política e conflitos
Rio 2016 apresenta os mascotes de seus Jogos Olímpicos e Paralímpicos	apresenta os mascotes	1	v-fin art n	Economia e negócios
Wanderley Guilherme dos Santos apresenta pesquisa que diz que Lula é bem melhor do que FHC	apresenta pesquisa	1	v-fin n	Política e conflitos
BB apresenta plataforma virtual a importadores portugueses	apresenta plataforma	1	v-fin n	Economia e negócios
Citigroup apresenta prejuízo de US$ 2,5 bi no 2º trimestre	apresenta prejuízo	-2	v-fin n	Economia e negócios
Mandela apresenta progressos e está "muito melhor", diz governo sul-africano	apresenta progressos	2	v-fin n	Saúde
Produção industrial apresenta queda recorde na Zona do Euro	apresenta queda	-2	v-fin n	Economia e negócios
Deputados apresentam 823 emendas para modificar projetos do pré-sal	apresentam 823 emendas	0	v-fin num n	Política e conflitos
Senadores apresentam voto de censura a Lula	apresentam voto	-1	v-fin n	Política e conflitos
Indígenas de vários países se reúnem na Rio+20 para apresentar propostas estratégicas	apresentar propostas	2	v-inf n	Política e conflitos
Lula garante recursos às prefeituras maranhenses atingidas pelas chuvas, desde que apresentem projetos	apresentem projetos	0	v-fin n	Política e conflitos
EUA querem aprofundar as relações estratégicas com a Rússia	aprofundar as relações	2	v-inf art n	Economia e negócios
Sarkozy assina acordos para aprofundar parceria estratégica Brasil-França	aprofundar parceria	2	v-inf n	Política e conflitos
Brasil fecha acordo com UE para aprofundar política social	aprofundar política	2	v-inf n	Política e conflitos
Parlamento turco aprova ação militar no Iraque	aprova ação	0	v-fin n	Política e conflitos
Senado brasileiro aprova adesão da Venezuela ao Mercosul	aprova adesão	1	v-fin n	Política e conflitos
CCJ da Câmara aprova admissibilidade da PEC que reduz maioridade penal	aprova admissibilidade	1	v-fin n	Política e conflitos
Supremo Tribunal do México aprova adoção por casais do mesmo sexo	aprova adoção	1	v-fin n	Política e conflitos
Parlamento espanhol aprova Constituição européia	aprova constituição	1	v-fin n	Política e conflitos
Federal do Rio Grande do Sul aprova cotas	aprova cotas	1	v-fin n	Política e conflitos
Conselho Curador da EBC aprova data da primeira audiência pública sobre TV Brasil	aprova data	1	v-fin n	Política e conflitos
Senado argentino aprova direito de pacientes terminais rejeitarem tratamento	aprova direito	1	v-fin n	Saúde
Comissão da Câmara aprova divulgação imediata de lista de passageiros após acidentes aéreos	aprova divulgação	1	v-fin n	Política e conflitos
Governo israelense aprova expansão da ofensiva; Hizbollah reage	aprova expansão	1	v-fin n	Política e conflitos
Príncipe de Mônaco aprova extradição de Cacciola	aprova extradição	1	v-fin n	Economia e negócios
Senado brasileiro aprova ingresso da Venezuela no Mercosul	aprova ingresso	1	v-fin n	Política e conflitos
Congresso colombiano aprova Lei da Justiça e Paz	aprova lei	1	v-fin n	Política e conflitos
Kuwait aprova lei que permite o voto feminino	aprova lei	1	v-fin n	Política e conflitos
Reunião da ONU em Cancun aprova limite de aquecimento e criação de Fundo Verde	aprova limite	1	v-fin n	Política e conflitos
ONU aprova manutenção de forças de paz no Haiti até 2010	aprova manutenção	1	v-fin n	Política e conflitos
Inmetro aprova medicamentos da Iquego	aprova medicamentos	1	v-fin n	Saúde
Brasil: CMN aprova medida do BC que aumenta recursos da poupança para habitação	aprova medida	1	v-fin n	Economia e negócios
Comissão do Senado aprova nome de Múcio para vaga de ministro do TCU	aprova nome	1	v-fin n	Economia e negócios
Comissão do Senado aprova nome de Roberto Gurgel para PGR	aprova nome	1	v-fin n	Política e conflitos
Senado americano aprova nomeação de Robert Gates para cargo de Secretário da Defesa	aprova nomeação	1	v-fin n	Política e conflitos
Comissão do Senado aprova o fim de fuso horário no Brasil	aprova o fim	0	v-fin art n	Economia e negócios
Mesa Diretora do Senado quer reformar plenário e aprova o funcionamento de escritórios de parlamentares em estados	aprova o funcionamento	1	v-fin art n	Política e conflitos
Senado dos Estados Unidos aprova pacote de US$ 700 bilhões para socorrer economia	aprova pacote	1	v-fin n	Política e conflitos
Conselho de Segurança da ONU aprova por unanimidade novas sanções ao Irã	aprova por unanimidade	1	v-fin prp n	Política e conflitos
Corte Constitucional da Colômbia aprova reeleição de Uribe	aprova reeleição	1	v-fin n	Política e conflitos
Colômbia aprova referendo para terceiro mandato de Uribe	aprova referendo	1	v-fin n	Política e conflitos
Câmara aprova reforma eleitoral	aprova reforma	1	v-fin n	Política e conflitos
Parlamento Venezuelano aprova reforma constitucional	aprova reforma	1	v-fin n	Política e conflitos
Anvisa aprova registro de novo medicamento para tuberculose	aprova registro	1	v-fin n	Saúde
Comissão do Senado brasileiro aprova relatório de Mercadante sobre nova Lei Nacional de Adoção	aprova relatório	1	v-fin n	Política e conflitos
CPI dos Bingos aprova relatório parcial sobre a Caixa	aprova relatório	1	v-fin n	Política e conflitos
Partido de Lula aprova resolução sobre Socialismo	aprova resolução	1	v-fin n	Política e conflitos
Senado norte-americano aprova tratado de livre comércio com o Peru	aprova tratado	1	v-fin n	Economia e negócios
Espanha aprova um projeto de lei autorizando o aborto	aprova um projeto	1	v-fin art n	Saúde
Anvisa aprova uso de nova droga para tratamento do câncer de fígado	aprova uso	1	v-fin n	Saúde
Anvisa aprova uso do canabidiol como medicamento	aprova uso	1	v-fin n	Saúde
Senado brasileiro aprova voto de censura contra Chávez	aprova voto	1	v-fin n	Política e conflitos
Criação da CSS é aprovada na Câmara	aprovada na câmara	1	v-pcp prp n	Saúde
Aprovado desdobramento de ações da Petrobras	aprovado desdobramento	1	v-pcp n	Economia e negócios
111 países aprovam acordo sobre bombas fragmentadas	aprovam acordo	1	v-fin n	Política e conflitos
Deputados espanhóis aprovam casamento homossexual	aprovam casamento	1	v-fin n	Política e conflitos
Acionistas aprovam incorporação do Besc e Bescri pelo Banco do Brasil	aprovam incorporação	1	v-fin n	Economia e negócios
Nações Unidas aprovam resolução contra a pena de morte	aprovam resolução	1	v-fin n	Política e conflitos
Países da África Ocidental aprovam sanções contra a Guiné-Bissau	aprovam sanções	-2	v-fin n	Política e conflitos
EUA aprovam uso de remédio que previne infecção pelo vírus HIV	aprovam uso	1	v-fin n	Saúde
Comissária da ONU critica demora do Congresso em aprovar projetos na área de direitos humanos	aprovar projetos	1	v-inf n	Política e conflitos
Brasil se aproxima da nacionalização do ciclo do combustível nuclear	aproxima da nacionalização	0	v-fin prp n	Política e conflitos
Autoridades temem onda terrorista à medida que se aproxima decisão sobre a reeleição presidencial na Colômbia	aproxima decisão	0	v-fin n	Política e conflitos
Forças israelenses se aproximam do centro da Faixa de Gaza	aproximam do centro	0	v-fin prp n	Política e conflitos
Oposição reage contra a decisão da CCJ do Senado ao aquivar acusações contra Sarney	aquivar acusações	-1	v-inf n	Política e conflitos
Quatro mortos no México em ataque por homens armados à ambulância	armados à ambulância	-2	v-pcp prp n	Política e conflitos
Governo Lula prepara pacote de medidas de impacto para arrefecer a crise, diz Jornal do Brasil	arrefecer a crise	-1	v-inf art n	Política e conflitos
Kerry: Rússia arrisca lugar no G8 com envio de tropas	arrisca lugar	-1	v-fin n	Política e conflitos
Parlamentar de Angola é assassinada a tiro	assassinada a tiro	-3	v-pcp prp n	Política e conflitos
Presidente da Guiné-Bissau, João Bernardo Vieira, é assassinado na residência em Bissau	assassinado na residência	3	v-pcp prp n	Política e conflitos
FARC assassinam camponeses em represália pela morte de Negro Acácio	assassinam camponeses	-3	v-fin n	Política e conflitos
Na Dinamarca polícia descobre plano para assassinar chargista	assassinar chargista	-3	v-inf n	Política e conflitos
Al Qaeda afirma que assassinou embaixador egípcio	assassinou embaixador	-3	v-fin n	Política e conflitos
Pressão da Igreja assegura criminalização do aborto em Conferência de Saúde	assegura criminalização	-1	v-fin n	Política e conflitos
Agência francesa assina acordo para financiar linha de trem entre Cumbica e São Paulo	assina acordo	1	v-fin n	Economia e negócios
Argentina assina acordo para adesão ao padrão brasileiro de TV digital	assina acordo	1	v-fin n	Política e conflitos
Bolívia assina acordo antidrogas com Brasil e EUA	assina acordo	1	v-fin n	Economia e negócios
Sarkozy assina acordos para aprofundar parceria estratégica Brasil-França	assina acordos	1	v-fin n	Economia e negócios
Obama assina lei que impõe restrições à indústria de cigarros	assina lei	0	v-fin n	Saúde
Rússia segue a Geórgia e assina o plano de paz	assina o plano	0	v-fin art n	Política e conflitos
Lula assina o reajuste de 10% do programa social do governo Bolsa Família e nova lei de adoção	assina o reajuste	1	v-fin art n	Política e conflitos
Assinado o Tratado de Reforma institucional da União Europeia	assinado o tratado	2	v-pcp art n	Economia e negócios
Bolívia e Peru assinam acordo sobre saída para o Pacífico	assinam acordo	2	v-fin n	Política e conflitos
Brasil e Bolívia assinam acordo para combater tráfico de drogas e armas	assinam acordo	2	v-fin n	Política e conflitos
Colômbia e Venezuela assinam acordo para a construção de gasoduto	assinam acordo	2	v-fin n	Economia e negócios
Lula e Chávez assinam acordo sobre petróleo	assinam acordo	2	v-fin n	Política e conflitos
Mercosul e Israel assinam acordo de Livre Comércio	assinam acordo	2	v-fin n	Economia e negócios
Países do sul da África assinam acordo de preferências comerciais com Mercosul	assinam acordo	2	v-fin n	Política e conflitos
Brasil e Jordânia assinam acordos bilaterais em diversas áreas	assinam acordos	2	v-fin n	Política e conflitos
Governos do Brasil e Holanda assinam acordos comerciais e dizem que o protecionismo vai agravar a ?Crise Financeira Internacional?	assinam acordos	2	v-fin n	Economia e negócios
Lula e Sarkozy assinam atos no Rio	assinam atos	1	v-fin n	Economia e negócios
Brasil e Trinidad e Tobago assinam termos de cooperação na área de energética	assinam termos	1	v-fin n	Política e conflitos
Paquistão e China assinam tratado de livre comércio	assinam tratado	2	v-fin n	Economia e negócios
Lula chega à Arábia Saudita para assinar acordos de cooperação	assinar acordos	2	v-inf n	Política e conflitos
Partido dos Trabalhadores decide não assinar representação contra Presidente da Câmara	assinar representação	0	v-inf n	Política e conflitos
Lula e Sarkozy assistem ao desfile de 7 de Setembro em Brasília	assistem ao desfile	0	v-fin prp n	Política e conflitos
Ali Bongo assume a presidência do Gabão	assume a presidência	1	v-fin prp n	Política e conflitos
Guiné-Bissau: Bacai Sanhá assume a presidência	assume a presidência	1	v-fin art n	Política e conflitos
Senador assume a presidência da YPFB	assume a presidência	1	v-fin prp n	Economia e negócios
