NewsHeadline	Phrase	SOHuman	Pattern	NewsCategory
Minc participa de Congresso Internacional de Jornalismo Investigativo	congresso internacional	0	n, adj	
Minc participa de Congresso Internacional de Jornalismo Investigativo	congresso internacional	0	n, adj	
Cristina Kirchner vai enviar ao Congresso projeto de lei sobre restrições a exportações	congresso projeto	0	n, adj	
Cristina Kirchner vai enviar ao Congresso projeto de lei sobre restrições a exportações	congresso projeto	0	n, adj	
PSDB e DEM decidem não votar no Congresso propostas que mudam regras eleitorais	congresso propostas	0	n, adj	
CPI pode gerar consequências negativas para a Petrobras, diz Gabrielli	consequências negativas	-1	n, adj	
CPI pode gerar consequências negativas para a Petrobras, diz Gabrielli	consequências negativas	-1	n, adj	
Jornal de Miami fala em "conspiração comunista no Continente"	conspiração comunista	-1	n, adj	
Parlamento espanhol aprova Constituição européia	constituição européia	1	n, adj	
Estados Unidos e Angola vão criar mecanismo de consulta permanente	consulta permanente	1	n, adj	
Para especialistas, consulta popular em Santa Cruz tenta enfraquecer governo Evo Morales	consulta popular	1	n, adj	
Resultado de consulta popular sobre divisão do Sudão deve ser homologado até 15 de fevereiro	consulta popular	1	n, adj	
Banco Central do Brasil cria regras para proteção do consumidor bancário	consumidor bancário	0	n, adj	
Polícia Federal participou de devassa na conta bancária do caseiro que denunciou Palocci	conta bancária	0	n, adj	
País tem déficit de US$ 7,074 bilhões em conta corrente no primeiro semestre	conta corrente	0	n, adj	
Câmara decide se vai inquirir Ministro da Justiça do Brasil sobre denúncia de contas suspeitas no exterior	contas suspeitas	-1	n, adj	
Banqueiro Daniel Dantas nega ser autor de suposto dossiê contra políticos brasileiros	contra políticos	-1	n, adj	
Empresa envolvida no ?Escândalo do Mensalão? fez contrato falso para justificar a propina, diz o jornal	contrato falso	-2	n, adj	
Ex-presidentes custam U$1,7 milhão para contribuinte brasileiro	contribuinte brasileiro	0	n, adj	
Publicada reclassificação do canabidiol como substância de controle especial	controle especial	0	n, adj	
Governo brasileiro assume controle total da Comissão Parlamentar de Investigação dos Correios	controle total	1	n, adj	
Bush sai da convenção republicana para acompanhar Gustav	convenção republicana	0	n, adj	
Roberto Jefferson não tem cerca de 50 conversas comprometedoras gravadas, segundo deputado do PTB	conversas comprometedoras	-1	n, adj	
Roberto Jefferson tem cerca de 50 conversas comprometedoras gravadas, segundo líder do PTB	conversas comprometedoras	-1	n, adj	
Empresa de Taiwan lança conversor popular para TV digital	conversor popular	1	n, adj	
Lula afirma que Brasil pode se valer de convivência pacífica para atuar em Gaza	convivência pacífica	2	n, adj	
Brasil e Vietnã firmam acordo de cooperação científica e de combate à fome	cooperação científica	1	n, adj	
Brasil e Vietnã firmam acordo de cooperação científica e de combate à fome	cooperação científica	1	n, adj	
Corpo errado foi cremado no funeral do eurodeputado britânico Philip Bradbourn	corpo errado	-2	n, adj	
Corpo errado foi cremado no funeral do eurodeputado britânico Philip Bradbourn	corpo errado	-2	n, adj	
Governo colombiano questiona corrida armamentista venezuelana	corrida armamentista	0	n, adj	
Moçambique: 18 partidos na corrida eleitoral	corrida eleitoral	0	n, adj	
Três democratas desistem da corrida presidencial nos EUA	corrida presidencial	0	n, adj	
Projeto que torna corrupção crime hediondo pode ser votado na próxima semana	corrupção crime	-2	n, adj	
Denúncias de corrupção política ameaçam o Brasil	corrupção política	-2	n, adj	
Supremo nega liminar contra cotas raciais da UnB	cotas raciais	-2	n, adj	
Brasil e Argentina aumentam limite de crédito recíproco para US$ 1,5 bilhão	crédito recíproco	1	n, adj	
Brasil e Argentina aumentam limite de crédito recíproco para US$ 1,5 bilhão	crédito recíproco	1	n, adj	
Morre mais uma criança indígena no Mato Grosso do Sul, Brasil	criança indígena	0	n, adj	
Para Greenhalgh morte do prefeito de Santo André foi crime comum	crime comum	-2	n, adj	
Deputado Edmar Moreira será réu no STF em ação sobre crimes tributários	crimes tributários	-2	n, adj	
Deputado Edmar Moreira será réu no STF em ação sobre crimes tributários	crimes tributários	-2	n, adj	
Partidos discutem crise brasileira e possibilidade de impeachment de Lula	crise brasileira	-2	n, adj	
Asilo ao terrorista italiano gera grave crise diplomática entre Brasil e Itália	crise diplomática	-2	n, adj	
Chávez chama Fox de "cachorro" e cria crise diplomática	crise diplomática	-2	n, adj	
Correa e Uribe põem fim à crise diplomática entre Colômbia e Equador	crise diplomática	-2	n, adj	
Emissões de CO2 da UE caíram 7% o ano passado devido à crise económica	crise económica	-2	n, adj	
Comissão especial de acompanhamento da crise econômica aprova relatório	crise econômica	-2	n, adj	
François Hollande anuncia medidas para conter crise econômica	crise econômica	-2	n, adj	
Lula cobra mudanças de nações desenvolvidas para superar crise econômica mundial	crise econômica	-2	n, adj	
Na tentativa de conter efeitos da crise econômica, Portugal suspende feriados	crise econômica	-2	n, adj	
Países da América do Sul devem adotar ações conjuntas contra crise econômica	crise econômica	-2	n, adj	
Raúl Castro diz que cubanos devem se preparar para crise econômica global	crise econômica	-2	n, adj	
Zapatero nega que Espanha esteja sofrendo crise econômica	crise econômica	-2	n, adj	
Comissão especial de acompanhamento da crise econômica aprova relatório	crise econômica	-2	n, adj	
François Hollande anuncia medidas para conter crise econômica	crise econômica	-2	n, adj	
Lula cobra mudanças de nações desenvolvidas para superar crise econômica mundial	crise econômica	-2	n, adj	
Países da América do Sul devem adotar ações conjuntas contra crise econômica	crise econômica	-2	n, adj	
Reeleito, Rafael Correa enfrenta desafios da crise econômica no Equador	crise econômica	-2	n, adj	
Lula, Cristina Kirchner e Hugo Chávez discutem crise energética argentina	crise energética	-2	n, adj	
Lula, Cristina Kirchner e Hugo Chávez discutem crise energética argentina	crise energética	-2	n, adj	
Congresso dos Estados Unidos rejeita pacote para conter crise financeira do país	crise financeira	-2	n, adj	
Expansão do investimento brasileiro no exterior foi contida pela crise financeira	crise financeira	-2	n, adj	
Exportações de madeiras brasileiras caíram 43% depois da crise financeira mundial	crise financeira	-2	n, adj	
Fórum Econômico Mundial começa em Davos com foco na crise financeira	crise financeira	-2	n, adj	
Fórum Econômico Mundial da América Latina discute crise financeira	crise financeira	-2	n, adj	
G20 destinará US$ 1,1 trilhão a países pobres prejudicados pela crise financeira	crise financeira	-2	n, adj	
Lula cobra da ONU solução para crise financeira mundial	crise financeira	-2	n, adj	
Portugal desmente necessidade de recorrer a ajuda externa para conter crise financeira	crise financeira	-2	n, adj	
Expansão do investimento brasileiro no exterior foi contida pela crise financeira	crise financeira	-2	n, adj	
Fórum Econômico Mundial começa em Davos com foco na crise financeira	crise financeira	-2	n, adj	
Fórum Econômico Mundial da América Latina discute crise financeira	crise financeira	-2	n, adj	
G20 destinará US$ 1,1 trilhão a países pobres prejudicados pela crise financeira	crise financeira	-2	n, adj	
Lula cobra da ONU solução para crise financeira mundial	crise financeira	-2	n, adj	
ONU pede US$ 2,5 bilhões para enfrentar crise global dos alimentos	crise global	-2	n, adj	
ONU pede US$ 2,5 bilhões para enfrentar crise global dos alimentos	crise global	-2	n, adj	
Líbano enfrenta crise humanitária segundo funcionário das Nações Unidas	crise humanitária	-2	n, adj	
ONU alerta para crise humanitária na Faixa de Gaza	crise humanitária	-2	n, adj	
ONU alerta para crise humanitária na Faixa de Gaza	crise humanitária	-2	n, adj	
Lula diz que crise imobiliária americana é única coisa que preocupa economia brasileira	crise imobiliária	-2	n, adj	
Lula diz que crise imobiliária americana é única coisa que preocupa economia brasileira	crise imobiliária	-2	n, adj	
Presidente de Madagascar entrega o cargo, após crise institucional	crise institucional	-2	n, adj	
Lula cobra discurso unificado dos países ricos em relação à crise mundial	crise mundial	-2	n, adj	
Mantega convoca reunião extraordinária do G-20 Financeiro para discutir crise mundial	crise mundial	-2	n, adj	
Obama defende participação do Brasil na busca de soluções para a crise mundial	crise mundial	-2	n, adj	
Lula cobra discurso unificado dos países ricos em relação à crise mundial	crise mundial	-2	n, adj	
Obama defende participação do Brasil na busca de soluções para a crise mundial	crise mundial	-2	n, adj	
Representante da OEA deixa Honduras sem solução para crise política	crise política	-2	n, adj	
Acordo pode pôr fim à crise política em Honduras	crise política	-2	n, adj	
Arrefecimento da crise política no Brasil faz surgir boatos sobre renúncia de Lula	crise política	-2	n, adj	
Até Machado de Assis entrou na crise política do Brasil	crise política	-2	n, adj	
Brasileiros que vivem em Honduras defendem novas eleições para pôr fim à crise política	crise política	-2	n, adj	
Conselho de Ética do Senado rejeita o desarquivamento de denúncias contra Sarney e instensifica a crise política no Senado	crise política	-2	n, adj	
Continua crise política no Uzbequistão	crise política	-2	n, adj	
Costa Rica convoca nova reunião para tratar da crise política em Honduras	crise política	-2	n, adj	
Em meio a crise política, começou ontem o Fóro de São Paulo no Brasil	crise política	-2	n, adj	
Enviado dos EUA chega hoje a Honduras para tentar pôr fim à crise política	crise política	-2	n, adj	
Lula diz que "não vê" crise política no PT	crise política	-2	n, adj	
OEA vai voltar a discutir crise política em Honduras	crise política	-2	n, adj	
Presidente do PCdoB culpa a oposição e diz que crise política no Brasil é golpe	crise política	-2	n, adj	
Presidente Lula reune-se com ministros para discutir crise política	crise política	-2	n, adj	
Representante da OEA deixa Honduras sem solução para crise política	crise política	-2	n, adj	
Senador Pedro Simon analisa a crise política no Brasil	crise política	-2	n, adj	
Angola e Congos à beira de uma crise político-diplomática	crise político-diplomática	-2	n, adj	
Angola e Congos à beira de uma crise político-diplomática	crise político-diplomática	-2	n, adj	
Senador critica política externa do governo Lula	critica política	-1	n, adj	
BR 319 só sai com cumprimento integral das condições ambientais, diz Carlos Minc	cumprimento integral	1	n, adj	
BR 319 só sai com cumprimento integral das condições ambientais, diz Carlos Minc	cumprimento integral	1	n, adj	
Ex-banqueiro Cacciola divide cela com outros presos que têm curso superior em Bangu 8	curso superior	1	n, adj	
Venezuela vende a preço de custo combustível de calefação ao estado de Massachusetts	custo combustível	0	n, adj	
Dados oficiais dão vitória a Cristina Kirchner na Argentina	dados oficiais	1	n, adj	
Vítima de dano cerebral se recupera e volta a falar depois de 10 anos	dano cerebral	-2	n, adj	
Primeiro debate eleitoral na televisão brasileira reforça posições de Dilma e Marina	debate eleitoral	1	n, adj	
Bancada do PT reafirma decisão favorável à saída de Sarney da presidência do Senado	decisão favorável	2	n, adj	
Supremo Tribunal Federal vota pela extradição de Battisti, mas decisão final ficará a cargo de Lula	decisão final	0	n, adj	
Tarso Genro afirma que a declaração pessoal sobre Dilma Roussef no jornal espanhol "El País" está errada	declaração pessoal	0	n, adj	
Copenhague: COP-15 termina com declaração política e sem acordo prático	declaração política	0	n, adj	
Copenhague: COP-15 termina com declaração política e sem acordo prático	declaração política	0	n, adj	
Déficit fiscal dos Estados Unidos em 3 meses é maior que em todo o ano de 2008	déficit fiscal	-1	n, adj	
Daniel Dantas tentou corromper delegado federal para ficar fora da investigação	delegado federal	0	n, adj	
Daniel Dantas tentou corromper delegado federal para ficar fora da investigação	delegado federal	0	n, adj	
Aumento da demanda interna leva refinarias da Petrobras a operar com 90% de sua capacidade instalada	demanda interna	0	n, adj	
Supremo decide manter demarcação contínua da Raposa Serra do Sol	demarcação contínua	0	n, adj	
Human Rights Watch denuncia abusos dos EUA contra prisioneiros no Iraque	denuncia abusos	-2	n, adj	
Decretado estado de sítio no departamento boliviano de Pando	departamento boliviano	0	n, adj	
Dependência tecnológica custa $400 bilhões ao México	dependência tecnológica	-1	n, adj	
Kirchner, a um passo da candidatura à deputado bonaerense	deputado bonaerense	0	n, adj	
Conselho de Ética recomenda cassação de mais um deputado brasileiro	deputado brasileiro	0	n, adj	
Deputado brasileiro José Mentor recebeu dinheiro de empresa de Marcos Valério	deputado brasileiro	0	n, adj	
Deputado brasileiro manifesta apoio a guerrilheiro das FARC	deputado brasileiro	0	n, adj	
Ex-assessor de deputado brasileiro diz para a polícia que recebia saques da suposta conta do mensalão	deputado brasileiro	0	n, adj	
Ex-ministro brasileiro da Casa Civil disse que vai processar deputado brasileiro	deputado brasileiro	0	n, adj	
Ex-ministro José Dirceu nega acusações do deputado brasileiro Roberto Jefferson	deputado brasileiro	0	n, adj	
Ex-mulher de deputado brasileiro faz denúncias sobre o mensalão	deputado brasileiro	0	n, adj	
FARC publicam discurso de deputado brasileiro	deputado brasileiro	0	n, adj	
